,awayTeam,group,homeTeam,id,lastUpdated,matchday,referees,score,season,stage,status,utcDate
193,"{'id': 65, 'name': 'Manchester City FC'}",Regular Season,"{'id': 340, 'name': 'Southampton FC'}",233219,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
194,"{'id': 61, 'name': 'Chelsea FC'}",Regular Season,"{'id': 354, 'name': 'Crystal Palace FC'}",233220,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
195,"{'id': 62, 'name': 'Everton FC'}",Regular Season,"{'id': 397, 'name': 'Brighton & Hove Albion FC'}",233221,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
196,"{'id': 67, 'name': 'Newcastle United FC'}",Regular Season,"{'id': 346, 'name': 'Watford FC'}",233222,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
197,"{'id': 394, 'name': 'Huddersfield Town AFC'}",Regular Season,"{'id': 63, 'name': 'Fulham FC'}",233213,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
198,"{'id': 57, 'name': 'Arsenal FC'}",Regular Season,"{'id': 64, 'name': 'Liverpool FC'}",233214,2018-06-30T16:01:39Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
199,"{'id': 76, 'name': 'Wolverhampton Wanderers FC'}",Regular Season,"{'id': 73, 'name': 'Tottenham Hotspur FC'}",233215,2018-06-30T15:01:37Z,20,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-28T00:00:00Z
200,"{'id': 354, 'name': 'Crystal Palace FC'}",Regular Season,"{'id': 76, 'name': 'Wolverhampton Wanderers FC'}",233223,2018-06-30T15:01:38Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
201,"{'id': 64, 'name': 'Liverpool FC'}",Regular Season,"{'id': 65, 'name': 'Manchester City FC'}",233224,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
202,"{'id': 66, 'name': 'Manchester United FC'}",Regular Season,"{'id': 67, 'name': 'Newcastle United FC'}",233225,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
203,"{'id': 63, 'name': 'Fulham FC'}",Regular Season,"{'id': 57, 'name': 'Arsenal FC'}",233226,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
204,"{'id': 340, 'name': 'Southampton FC'}",Regular Season,"{'id': 61, 'name': 'Chelsea FC'}",233227,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
205,"{'id': 338, 'name': 'Leicester City FC'}",Regular Season,"{'id': 62, 'name': 'Everton FC'}",233228,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
206,"{'id': 328, 'name': 'Burnley FC'}",Regular Season,"{'id': 394, 'name': 'Huddersfield Town AFC'}",233229,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
207,"{'id': 73, 'name': 'Tottenham Hotspur FC'}",Regular Season,"{'id': 715, 'name': 'Cardiff City FC'}",233230,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
208,"{'id': 397, 'name': 'Brighton & Hove Albion FC'}",Regular Season,"{'id': 563, 'name': 'West Ham United FC'}",233231,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
209,"{'id': 346, 'name': 'Watford FC'}",Regular Season,"{'id': 1044, 'name': 'AFC Bournemouth'}",233232,2018-06-30T16:01:39Z,21,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2018-12-31T00:00:00Z
210,"{'id': 76, 'name': 'Wolverhampton Wanderers FC'}",Regular Season,"{'id': 65, 'name': 'Manchester City FC'}",233233,2018-06-30T16:01:39Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
211,"{'id': 67, 'name': 'Newcastle United FC'}",Regular Season,"{'id': 61, 'name': 'Chelsea FC'}",233234,2018-06-30T16:01:39Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
212,"{'id': 66, 'name': 'Manchester United FC'}",Regular Season,"{'id': 73, 'name': 'Tottenham Hotspur FC'}",233235,2018-06-30T15:01:38Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
213,"{'id': 1044, 'name': 'AFC Bournemouth'}",Regular Season,"{'id': 62, 'name': 'Everton FC'}",233236,2018-06-30T16:01:39Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
214,"{'id': 340, 'name': 'Southampton FC'}",Regular Season,"{'id': 338, 'name': 'Leicester City FC'}",233237,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
215,"{'id': 63, 'name': 'Fulham FC'}",Regular Season,"{'id': 328, 'name': 'Burnley FC'}",233238,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
216,"{'id': 394, 'name': 'Huddersfield Town AFC'}",Regular Season,"{'id': 715, 'name': 'Cardiff City FC'}",233239,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
217,"{'id': 57, 'name': 'Arsenal FC'}",Regular Season,"{'id': 563, 'name': 'West Ham United FC'}",233240,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
218,"{'id': 346, 'name': 'Watford FC'}",Regular Season,"{'id': 354, 'name': 'Crystal Palace FC'}",233241,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
219,"{'id': 64, 'name': 'Liverpool FC'}",Regular Season,"{'id': 397, 'name': 'Brighton & Hove Albion FC'}",233242,2018-06-30T16:01:40Z,22,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-11T00:00:00Z
220,"{'id': 338, 'name': 'Leicester City FC'}",Regular Season,"{'id': 76, 'name': 'Wolverhampton Wanderers FC'}",233243,2018-06-30T15:01:38Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
221,"{'id': 73, 'name': 'Tottenham Hotspur FC'}",Regular Season,"{'id': 63, 'name': 'Fulham FC'}",233244,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
222,"{'id': 354, 'name': 'Crystal Palace FC'}",Regular Season,"{'id': 64, 'name': 'Liverpool FC'}",233245,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
223,"{'id': 715, 'name': 'Cardiff City FC'}",Regular Season,"{'id': 67, 'name': 'Newcastle United FC'}",233246,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
224,"{'id': 61, 'name': 'Chelsea FC'}",Regular Season,"{'id': 57, 'name': 'Arsenal FC'}",233247,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
225,"{'id': 397, 'name': 'Brighton & Hove Albion FC'}",Regular Season,"{'id': 66, 'name': 'Manchester United FC'}",233248,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
226,"{'id': 65, 'name': 'Manchester City FC'}",Regular Season,"{'id': 394, 'name': 'Huddersfield Town AFC'}",233249,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
227,"{'id': 62, 'name': 'Everton FC'}",Regular Season,"{'id': 340, 'name': 'Southampton FC'}",233250,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
228,"{'id': 328, 'name': 'Burnley FC'}",Regular Season,"{'id': 346, 'name': 'Watford FC'}",233251,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
229,"{'id': 563, 'name': 'West Ham United FC'}",Regular Season,"{'id': 1044, 'name': 'AFC Bournemouth'}",233252,2018-06-30T16:01:40Z,23,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-18T00:00:00Z
230,"{'id': 563, 'name': 'West Ham United FC'}",Regular Season,"{'id': 76, 'name': 'Wolverhampton Wanderers FC'}",233253,2018-06-30T15:01:38Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
231,"{'id': 397, 'name': 'Brighton & Hove Albion FC'}",Regular Season,"{'id': 63, 'name': 'Fulham FC'}",233254,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
232,"{'id': 715, 'name': 'Cardiff City FC'}",Regular Season,"{'id': 57, 'name': 'Arsenal FC'}",233255,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
233,"{'id': 328, 'name': 'Burnley FC'}",Regular Season,"{'id': 66, 'name': 'Manchester United FC'}",233256,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
234,"{'id': 62, 'name': 'Everton FC'}",Regular Season,"{'id': 394, 'name': 'Huddersfield Town AFC'}",233257,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
235,"{'id': 61, 'name': 'Chelsea FC'}",Regular Season,"{'id': 1044, 'name': 'AFC Bournemouth'}",233258,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-28T00:00:00Z
236,"{'id': 338, 'name': 'Leicester City FC'}",Regular Season,"{'id': 64, 'name': 'Liverpool FC'}",233259,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-29T00:00:00Z
237,"{'id': 65, 'name': 'Manchester City FC'}",Regular Season,"{'id': 67, 'name': 'Newcastle United FC'}",233260,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-29T00:00:00Z
238,"{'id': 346, 'name': 'Watford FC'}",Regular Season,"{'id': 73, 'name': 'Tottenham Hotspur FC'}",233261,2018-06-30T15:01:38Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-29T00:00:00Z
239,"{'id': 354, 'name': 'Crystal Palace FC'}",Regular Season,"{'id': 340, 'name': 'Southampton FC'}",233262,2018-06-30T16:01:40Z,24,[],"{'winner': None, 'duration': 'REGULAR', 'fullTime': {'homeTeam': None, 'awayTeam': None}, 'halfTime': {'homeTeam': None, 'awayTeam': None}, 'extraTime': {'homeTeam': None, 'awayTeam': None}, 'penalties': {'homeTeam': None, 'awayTeam': None}}","{'id': 151, 'startDate': '2018-08-10', 'endDate': '2019-05-12', 'currentMatchday': None}",REGULAR_SEASON,SCHEDULED,2019-01-29T00:00:00Z
